SKU,Brand,Model,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
LTP03969,Dell,Business Series,Ryzen 5 5500U,32GB,2TB SSD,MX550 2GB,15.6,FHD,1.7,Windows 11,Business Series,8.8,No,118000
LTP03970,Acer,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,13.3,HD,1.4,Linux,Netbook,6.5,No,23000
LTP03971,Dell,Notebook,i3-1115G4,16GB,512GB SSD,Integrated,15.6,FHD,1.9,Windows 10,Notebook,5.5,No,54000
LTP03972,Lenovo,Notebook,i7-1255U,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.8,Windows 11,Notebook,8.9,No,91000
LTP03973,ASUS,Gaming Series,i9-12900H,16GB,1TB SSD,GTX 1650 4GB,16.0,FHD,2.4,macOS,Gaming Series,6.0,No,120000
LTP03974,Dell,Ultrabook,i3-1215U,16GB,1TB SSD,Integrated,13.3,FHD,1.4,Windows 10,Ultrabook,8.2,No,64000
LTP03975,ASUS,Ultrabook,i7-12700H,16GB,256GB SSD,GTX 1650 4GB,13.3,FHD,1.6,macOS,Ultrabook,8.4,No,95000
LTP03976,HP,Business Series,Ryzen 5 5500U,16GB,2TB SSD,GTX 1650 4GB,15.6,FHD,2.1,macOS,Business Series,7.3,No,100000
LTP03977,HP,Ultrabook,i9-12900H,8GB,1TB SSD,Integrated,14.0,FHD,1.4,Windows 11,Ultrabook,9.7,No,79000
LTP03978,ASUS,Ultrabook,i5-1135G7,8GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.3,Windows 11,Ultrabook,8.1,No,74000
LTP03979,Acer,Business Series,Ryzen 7 5800H,16GB,1TB SSD,Integrated,15.6,FHD,1.6,Windows 10,Business Series,7.1,No,68000
LTP03980,Acer,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,GTX 1650 4GB,17.3,FHD,2.1,Linux,Gaming Series,4.2,No,120000
LTP03981,Apple,Netbook,Apple M1,4GB,256GB SSD,Integrated,13.3,Retina,1.3,macOS,Netbook,14.3,No,33203
LTP03982,HP,Notebook,i7-1255U,16GB,512GB SSD,Integrated,15.6,FHD,1.8,Windows 11,Notebook,9.0,Yes,77000
LTP03983,ASUS,Business Series,Ryzen 5 5600H,32GB,2TB SSD,Integrated,14.0,FHD,2.0,Windows 11,Business Series,9.9,No,117000
LTP03984,HP,Ultrabook,Ryzen 3 3250U,8GB,512GB SSD,GTX 1650 4GB,14.0,FHD,2.0,Linux,Ultrabook,9.7,No,51000
LTP03985,Dell,Netbook,Ryzen 3 3250U,4GB,256GB HDD,Integrated,11.6,HD,1.0,DOS,Netbook,9.3,No,24000
LTP03986,Infinix,Ultrabook,Ryzen 7 5800H,16GB,256GB SSD,MX550 2GB,14.0,FHD,1.7,macOS,Ultrabook,9.3,No,54000
LTP03987,ASUS,Notebook,i9-12900H,8GB,256GB SSD,Integrated,15.6,FHD,1.7,Windows 10,Notebook,5.2,No,82000
LTP03988,ASUS,Notebook,Ryzen 9 5900HX,8GB,512GB SSD,Integrated,15.6,FHD,1.6,Windows 10,Notebook,5.0,No,63000
LTP03989,Samsung,Gaming Series,Ryzen 7 5800H,16GB,1TB SSD,RTX 3070 8GB,16.0,FHD,2.5,Windows 10,Gaming Series,3.2,No,124000
LTP03990,Dell,Gaming Series,i5-12500H,16GB,512GB SSD,GTX 1650 4GB,17.3,QHD,2.6,Windows 10,Gaming Series,3.8,No,97000
LTP03991,Dell,Notebook,i9-12900H,8GB,1TB SSD,Integrated,14.0,FHD,1.9,Windows 11,Notebook,7.5,No,84000
LTP03992,Avita,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,13.3,HD,1.2,macOS,Netbook,6.4,No,15000
LTP03993,Infinix,Gaming Series,i7-12700H,32GB,1TB SSD,RTX 3060 6GB,15.6,4K,2.5,Linux,Gaming Series,4.8,No,138000
LTP03994,Infinix,Notebook,i7-1255U,8GB,1TB SSD,Integrated,15.6,FHD,1.6,Windows 10,Notebook,7.4,No,61000
LTP03995,MSI,Ultrabook,i5-1135G7,8GB,1TB SSD,MX550 2GB,13.3,FHD,1.8,Windows 11,Ultrabook,9.2,No,92000
LTP03996,Samsung,Gaming Series,Ryzen 9 5900HX,32GB,2TB SSD,RTX 4060 8GB,16.0,FHD,2.7,Windows 10,Gaming Series,5.4,No,182000
LTP03997,Apple,Gaming Series,Apple M2 Pro,16GB,1TB SSD,Integrated,16.0,Retina,2.4,macOS,Gaming Series,14.9,No,176000
LTP03998,Avita,Ultrabook,i3-1215U,4GB,512GB SSD,MX550 2GB,13.3,FHD,1.2,Linux,Ultrabook,7.4,No,29000
LTP03999,ASUS,Notebook,i7-11800H,8GB,1TB SSD,Integrated,15.6,FHD,1.9,Windows 10,Notebook,8.2,No,79000
LTP04000,Acer,Gaming Series,i5-12500H,8GB,1TB SSD,RTX 3050 4GB,15.6,FHD,2.2,macOS,Gaming Series,3.0,No,90000
LTP04001,Avita,Ultrabook,i7-1255U,32GB,1TB SSD,Integrated,14.0,FHD,1.8,Windows 10,Ultrabook,9.1,No,101000
LTP04002,Dell,Ultrabook,i7-12700H,4GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.7,Linux,Ultrabook,8.9,Yes,73000
LTP04003,Avita,Ultrabook,i5-1135G7,8GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.5,macOS,Ultrabook,9.5,No,58000
LTP04004,Acer,Ultrabook,Ryzen 5 5600H,8GB,512GB SSD,Integrated,13.3,FHD,1.5,Linux,Ultrabook,6.6,No,43000
LTP04005,ASUS,Netbook,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,13.3,FHD,1.0,Windows 10,Netbook,6.0,No,29000
LTP04006,Avita,Ultrabook,i5-1135G7,16GB,512GB SSD,Integrated,14.0,FHD,1.1,Windows 11,Ultrabook,8.4,No,56000
LTP04007,HP,Ultrabook,i3-1115G4,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.0,macOS,Ultrabook,9.0,No,71000
LTP04008,Microsoft,Business Series,i3-1115G4,8GB,512GB SSD,Integrated,15.6,HD,1.5,Windows 11,Business Series,9.6,No,86000
LTP04009,Avita,Notebook,i9-12900H,16GB,512GB SSD,Integrated,15.6,QHD,1.7,macOS,Notebook,9.2,No,85000
LTP04010,HP,Gaming Series,i7-12700H,64GB,1TB SSD,RTX 3050 4GB,15.6,FHD,2.8,Windows 11,Gaming Series,3.9,No,172000
LTP04011,MSI,Netbook,i3-1115G4,4GB,512GB HDD,MX550 2GB,13.3,HD,1.1,Windows 11,Netbook,6.2,No,46000
LTP04012,Apple,Notebook,Apple M1 Pro,16GB,256GB SSD,Integrated,14.0,Retina,1.8,macOS,Notebook,13.4,No,117000
LTP04013,MSI,Ultrabook,Ryzen 7 5700U,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.3,Linux,Ultrabook,6.7,No,97000
LTP04014,Microsoft,Business Series,i5-11400H,16GB,512GB SSD,GTX 1650 4GB,14.0,FHD,2.0,Windows 10,Business Series,6.0,No,117000
LTP04015,Microsoft,Notebook,Ryzen 5 5600H,16GB,512GB SSD,Integrated,15.6,FHD,2.1,Windows 11,Notebook,6.0,No,80000
LTP04016,Dell,Notebook,i5-1235U,16GB,512GB SSD,MX550 2GB,14.0,QHD,1.7,Windows 11,Notebook,7.4,Yes,85000
LTP04017,HP,Ultrabook,i7-1255U,4GB,1TB SSD,MX550 2GB,14.0,FHD,1.2,Windows 10,Ultrabook,8.4,No,72000
LTP04018,MSI,Notebook,i9-12900H,8GB,1TB SSD,MX550 2GB,14.0,4K,2.2,Windows 11,Notebook,8.0,No,140000
LTP04019,Infinix,Notebook,Ryzen 9 5900HX,16GB,512GB SSD,Integrated,14.0,FHD,1.6,Windows 11,Notebook,6.1,No,66000
LTP04020,Lenovo,Notebook,i5-1235U,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Linux,Notebook,5.0,No,65000
LTP04021,Samsung,Notebook,i5-12500H,16GB,1TB SSD,Integrated,14.0,FHD,1.7,Windows 11,Notebook,6.0,No,76000
LTP04022,MSI,Notebook,Ryzen 7 5800H,32GB,1TB SSD,MX550 2GB,14.0,QHD,2.1,Windows 11,Notebook,10.0,No,134000
LTP04023,HP,Notebook,Ryzen 7 5800H,16GB,512GB SSD,Integrated,14.0,HD,2.0,Linux,Notebook,6.5,No,62000
LTP04024,HP,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,13.3,HD,1.3,Windows 11,Netbook,10.0,No,27000
LTP04025,ASUS,Notebook,i7-1255U,32GB,512GB SSD,Integrated,15.6,FHD,2.3,Windows 11,Notebook,7.8,No,103000
LTP04026,HP,Notebook,i5-11400H,8GB,256GB SSD,MX550 2GB,15.6,QHD,1.9,Windows 10,Notebook,7.4,No,62000
LTP04027,Samsung,Notebook,i5-1135G7,8GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Linux,Notebook,8.3,Yes,70000
LTP04028,Lenovo,Gaming Series,i7-12700H,16GB,512GB SSD,RTX 4050 6GB,16.0,QHD,2.6,Windows 11,Gaming Series,3.8,No,121000
LTP04029,Realme,Netbook,i3-1115G4,4GB,256GB HDD,MX550 2GB,11.6,HD,1.3,DOS,Netbook,6.1,No,17000
LTP04030,Infinix,Notebook,Ryzen 7 5700U,4GB,256GB SSD,Integrated,15.6,FHD,1.6,Windows 11,Notebook,8.1,No,36000
LTP04031,Lenovo,Notebook,i5-11400H,8GB,256GB SSD,MX550 2GB,14.0,HD,2.1,Windows 11,Notebook,7.7,No,60000
LTP04032,Microsoft,Gaming Series,Ryzen 9 5900HS,32GB,2TB SSD,GTX 1650 4GB,15.6,FHD,2.4,Windows 11,Gaming Series,3.5,No,173000
LTP04033,Lenovo,Netbook,Ryzen 3 3250U,8GB,512GB HDD,Integrated,11.6,HD,1.1,Windows 10,Netbook,7.0,No,24000
LTP04034,Infinix,Notebook,i5-12500H,8GB,256GB SSD,Integrated,14.0,HD,2.0,Windows 10,Notebook,9.6,No,38000
LTP04035,Samsung,Ultrabook,Ryzen 9 5900HX,16GB,1TB SSD,MX550 2GB,14.0,QHD,1.2,Windows 11,Ultrabook,8.9,No,110000
LTP04036,Acer,Notebook,i3-1115G4,16GB,256GB SSD,MX550 2GB,14.0,FHD,2.1,Linux,Notebook,5.2,No,52000
LTP04037,Acer,Netbook,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,11.6,HD,1.0,DOS,Netbook,7.4,No,31000
LTP04038,Microsoft,Netbook,i3-1215U,8GB,512GB HDD,Integrated,13.3,FHD,1.1,Windows 10,Netbook,7.1,No,23603
LTP04039,Apple,Business Series,Apple M1,8GB,1TB SSD,Integrated,15.6,Retina,1.7,macOS,Business Series,12.8,No,116000
LTP04040,Avita,Gaming Series,i5-12500H,32GB,1TB SSD,RTX 3060 6GB,17.3,QHD,2.2,Windows 11,Gaming Series,3.7,No,132000
LTP04041,Avita,Ultrabook,Ryzen 7 5700U,8GB,1TB SSD,Integrated,14.0,FHD,1.9,Linux,Ultrabook,8.0,No,53000
LTP04042,HP,Gaming Series,i9-12900H,32GB,1TB SSD,RTX 4060 8GB,16.0,4K,2.5,Linux,Gaming Series,3.3,No,191000
LTP04043,Dell,Notebook,i7-12700H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.9,Windows 11,Notebook,6.0,Yes,81000
LTP04044,Avita,Notebook,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.9,Linux,Notebook,5.3,No,36000
LTP04045,Lenovo,Gaming Series,i5-12500H,16GB,2TB SSD,RTX 4060 8GB,16.0,QHD,2.5,Windows 10,Gaming Series,5.7,No,147000
LTP04046,MSI,Netbook,Ryzen 3 3250U,4GB,256GB SSD,Integrated,13.3,HD,1.2,macOS,Netbook,7.1,No,49000
LTP04047,Acer,Notebook,i3-1115G4,16GB,256GB SSD,Integrated,15.6,FHD,1.6,Windows 10,Notebook,6.4,No,46000
LTP04048,Apple,Gaming Series,Apple M1 Pro,8GB,2TB SSD,Integrated,17.3,Retina,2.4,macOS,Gaming Series,15.9,No,162000
LTP04049,Apple,Gaming Series,Apple M1,64GB,2TB SSD,Integrated,16.0,Retina,2.7,macOS,Gaming Series,14.4,No,223000
LTP04050,Avita,Gaming Series,i9-12900H,32GB,2TB SSD,RTX 4050 6GB,15.6,FHD,2.8,macOS,Gaming Series,4.9,Yes,149000
LTP04051,HP,Notebook,i3-1115G4,8GB,1TB SSD,MX550 2GB,14.0,HD,2.3,Linux,Notebook,9.5,No,54000
LTP04052,Lenovo,Netbook,i3-1215U,8GB,512GB HDD,Integrated,11.6,HD,0.9,macOS,Netbook,8.3,No,24000
LTP04053,MSI,Notebook,Ryzen 9 5900HX,8GB,256GB SSD,Integrated,14.0,FHD,1.8,Windows 10,Notebook,5.5,No,92000
LTP04054,Realme,Notebook,i3-1115G4,8GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,Linux,Notebook,7.7,No,37000
LTP04055,Apple,Gaming Series,Apple M2 Pro,16GB,2TB SSD,Integrated,17.3,Retina,2.8,macOS,Gaming Series,13.5,No,181000
LTP04056,Lenovo,Gaming Series,Ryzen 7 5800H,16GB,2TB SSD,GTX 1650 4GB,16.0,4K,2.6,Windows 10,Gaming Series,5.0,No,115000
LTP04057,Samsung,Notebook,i7-12700H,16GB,1TB SSD,MX550 2GB,15.6,HD,2.3,Windows 10,Notebook,5.9,No,96000
LTP04058,HP,Notebook,i5-1235U,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.9,Windows 11,Notebook,7.5,No,53000
LTP04059,MSI,Ultrabook,i3-1115G4,16GB,256GB SSD,MX550 2GB,14.0,QHD,1.9,Windows 10,Ultrabook,6.6,No,84000
LTP04060,Acer,Gaming Series,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3070 8GB,16.0,FHD,2.5,macOS,Gaming Series,5.7,Yes,128000
LTP04061,Avita,Gaming Series,i5-12500H,16GB,2TB SSD,RTX 3060 6GB,17.3,FHD,2.5,Windows 10,Gaming Series,5.8,No,101000
LTP04062,Apple,Notebook,Apple M2 Pro,16GB,1TB SSD,Integrated,14.0,Retina,1.9,macOS,Notebook,14.4,No,153000
LTP04063,Infinix,Notebook,i5-11400H,4GB,256GB SSD,Integrated,15.6,FHD,2.0,macOS,Notebook,5.0,No,32000
LTP04064,Microsoft,Notebook,i5-12500H,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,macOS,Notebook,8.4,No,104000
LTP04065,Dell,Gaming Series,Ryzen 9 5900HS,16GB,1TB SSD,RTX 3050 4GB,15.6,QHD,2.5,Windows 11,Gaming Series,3.7,No,115000
LTP04066,HP,Ultrabook,Ryzen 7 5800H,8GB,1TB SSD,MX550 2GB,13.3,HD,2.0,Windows 11,Ultrabook,5.5,No,70000
LTP04067,Lenovo,Gaming Series,i5-12500H,64GB,2TB SSD,RTX 4060 8GB,15.6,QHD,2.7,Windows 10,Gaming Series,4.9,No,191000
LTP04068,Apple,Gaming Series,Apple M2,8GB,2TB SSD,Integrated,17.3,Retina,2.2,macOS,Gaming Series,16.7,No,156000
LTP04069,Infinix,Gaming Series,i7-12700H,32GB,1TB SSD,GTX 1650 4GB,17.3,FHD,2.3,Windows 11,Gaming Series,4.2,No,133000
LTP04070,Microsoft,Gaming Series,i9-12900H,16GB,2TB SSD,RTX 4060 8GB,15.6,FHD,2.2,Windows 11,Gaming Series,3.5,No,195000
LTP04071,Realme,Netbook,i3-1215U,8GB,256GB HDD,MX550 2GB,11.6,HD,1.0,DOS,Netbook,6.5,No,25000
LTP04072,Microsoft,Gaming Series,Ryzen 9 5900HS,8GB,2TB SSD,RTX 3070 8GB,15.6,QHD,2.7,Windows 10,Gaming Series,5.6,No,159000
LTP04073,Avita,Notebook,i5-12500H,8GB,1TB SSD,Integrated,14.0,FHD,2.2,macOS,Notebook,5.4,No,46000
LTP04074,Acer,Notebook,Ryzen 3 3250U,16GB,1TB SSD,MX550 2GB,15.6,HD,1.7,macOS,Notebook,7.3,No,63000
LTP04075,Infinix,Notebook,i9-12900H,16GB,512GB SSD,MX550 2GB,14.0,FHD,2.3,macOS,Notebook,6.7,No,90000
LTP04076,Realme,Gaming Series,i7-12700H,8GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.8,Windows 11,Gaming Series,4.4,No,77000
LTP04077,ASUS,Business Series,i7-12700H,16GB,2TB SSD,Integrated,14.0,4K,1.6,macOS,Business Series,6.6,No,121000
LTP04078,Samsung,Gaming Series,i5-12500H,8GB,1TB SSD,RTX 4060 8GB,16.0,FHD,2.5,Windows 11,Gaming Series,5.1,No,120000
LTP04079,HP,Ultrabook,i9-12900H,4GB,1TB SSD,Integrated,13.3,QHD,1.8,Windows 10,Ultrabook,7.0,Yes,85000
LTP04080,Avita,Business Series,i7-11800H,16GB,2TB SSD,MX550 2GB,15.6,HD,1.7,macOS,Business Series,9.2,No,97000
LTP04081,Avita,Notebook,Ryzen 7 5800H,16GB,256GB SSD,Integrated,14.0,HD,1.7,Windows 11,Notebook,7.7,No,48000
LTP04082,MSI,Ultrabook,Ryzen 7 5700U,8GB,512GB SSD,MX550 2GB,13.3,FHD,2.0,macOS,Ultrabook,9.8,No,75000
LTP04083,MSI,Notebook,i5-1135G7,8GB,256GB SSD,MX550 2GB,15.6,FHD,2.0,Windows 11,Notebook,9.4,Yes,72000
LTP04084,Dell,Gaming Series,i9-12900H,32GB,512GB SSD,RTX 4050 6GB,15.6,FHD,2.5,Linux,Gaming Series,3.8,No,157000
LTP04085,Acer,Notebook,i7-11800H,16GB,512GB SSD,MX550 2GB,15.6,FHD,1.8,macOS,Notebook,8.5,No,81000
LTP04086,Samsung,Notebook,i5-1135G7,8GB,256GB SSD,Integrated,14.0,FHD,2.0,macOS,Notebook,6.3,No,55000
LTP04087,MSI,Gaming Series,Ryzen 9 5900HX,64GB,512GB SSD,GTX 1650 4GB,17.3,FHD,2.2,Linux,Gaming Series,5.2,No,215000
LTP04088,Apple,Gaming Series,Apple M1,32GB,1TB SSD,Integrated,15.6,Retina,2.7,macOS,Gaming Series,16.8,No,161000
LTP04089,ASUS,Notebook,Ryzen 7 5800H,16GB,1TB SSD,Integrated,15.6,FHD,1.8,Windows 10,Notebook,5.3,No,82000
LTP04090,ASUS,Ultrabook,i5-1135G7,16GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.7,Windows 11,Ultrabook,9.4,No,79000
LTP04091,ASUS,Ultrabook,i7-11800H,4GB,256GB SSD,MX550 2GB,13.3,FHD,1.7,macOS,Ultrabook,6.3,No,69000
LTP04092,Apple,Netbook,Apple M2 Pro,4GB,256GB HDD,Integrated,13.3,Retina,1.5,macOS,Netbook,16.0,No,27538
LTP04093,Microsoft,Gaming Series,i9-12900H,16GB,1TB SSD,RTX 3060 6GB,16.0,FHD,2.4,macOS,Gaming Series,3.6,Yes,149000
LTP04094,MSI,Gaming Series,i7-12700H,16GB,1TB SSD,RTX 3060 6GB,15.6,FHD,2.1,macOS,Gaming Series,3.2,No,143000
LTP04095,Microsoft,Ultrabook,Ryzen 9 5900HX,8GB,256GB SSD,GTX 1650 4GB,13.3,QHD,1.9,macOS,Ultrabook,6.2,No,109000
LTP04096,Infinix,Notebook,i5-12500H,16GB,256GB SSD,Integrated,15.6,FHD,2.1,Windows 11,Notebook,7.1,No,52000
LTP04097,Dell,Gaming Series,Ryzen 9 5900HX,16GB,2TB SSD,RTX 4050 6GB,15.6,FHD,2.3,Linux,Gaming Series,3.9,No,120000
LTP04098,Dell,Ultrabook,Ryzen 9 5900HS,8GB,512GB SSD,Integrated,14.0,HD,1.7,Linux,Ultrabook,8.0,No,70000
LTP04099,Lenovo,Notebook,Ryzen 5 5500U,4GB,256GB SSD,Integrated,15.6,FHD,1.7,macOS,Notebook,8.6,No,39000
LTP04100,Samsung,Notebook,Ryzen 9 5900HS,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.6,macOS,Notebook,5.6,No,70000
LTP04101,Apple,Business Series,Apple M2 Pro,8GB,1TB SSD,Integrated,14.0,Retina,1.6,macOS,Business Series,14.4,No,153000
LTP04102,Avita,Business Series,Ryzen 3 3250U,8GB,1TB SSD,MX550 2GB,15.6,FHD,1.5,macOS,Business Series,9.8,No,53000
LTP04103,Dell,Ultrabook,i5-12500H,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.5,macOS,Ultrabook,7.6,No,85000
LTP04104,Avita,Netbook,Ryzen 3 3250U,4GB,256GB HDD,MX550 2GB,11.6,HD,1.3,Windows 11,Netbook,9.0,No,16000
LTP04105,HP,Netbook,i3-1115G4,4GB,256GB SSD,Integrated,13.3,HD,1.4,Linux,Netbook,6.2,No,26000
LTP04106,Avita,Gaming Series,i5-12500H,32GB,512GB SSD,RTX 4060 8GB,16.0,FHD,2.8,Windows 11,Gaming Series,4.8,No,134000
LTP04107,Microsoft,Gaming Series,i5-12500H,16GB,512GB SSD,RTX 4050 6GB,17.3,FHD,2.3,macOS,Gaming Series,3.8,No,133000
LTP04108,Samsung,Ultrabook,i3-1215U,16GB,512GB SSD,Integrated,14.0,HD,1.5,macOS,Ultrabook,8.8,No,63000
LTP04109,Realme,Gaming Series,i5-12500H,64GB,2TB SSD,RTX 4060 8GB,15.6,FHD,2.1,macOS,Gaming Series,4.9,No,207000
LTP04110,Dell,Ultrabook,Ryzen 5 5600H,4GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.2,macOS,Ultrabook,8.9,No,67000
LTP04111,Acer,Ultrabook,i5-1235U,16GB,1TB SSD,Integrated,13.3,FHD,1.9,macOS,Ultrabook,6.5,No,79000
LTP04112,MSI,Ultrabook,Ryzen 7 5800H,8GB,256GB SSD,Integrated,14.0,4K,1.7,macOS,Ultrabook,8.8,No,86000
LTP04113,MSI,Notebook,Ryzen 7 5800H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,Windows 10,Notebook,7.6,No,80000
LTP04114,Lenovo,Netbook,i3-1215U,4GB,256GB HDD,MX550 2GB,11.6,HD,1.3,Windows 10,Netbook,7.1,No,23000
LTP04115,HP,Notebook,i5-1135G7,16GB,1TB SSD,Integrated,14.0,FHD,2.0,Windows 10,Notebook,8.9,No,66000
LTP04116,HP,Gaming Series,i5-12500H,16GB,1TB SSD,RTX 4060 8GB,17.3,FHD,2.8,Windows 10,Gaming Series,5.1,No,114000
LTP04117,Realme,Gaming Series,i9-12900H,32GB,512GB SSD,RTX 3050 4GB,15.6,FHD,2.3,Windows 11,Gaming Series,5.1,No,139000
LTP04118,Samsung,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 4060 8GB,17.3,QHD,2.3,Windows 10,Gaming Series,3.8,No,167000
LTP04119,Lenovo,Netbook,i3-1115G4,4GB,256GB SSD,MX550 2GB,11.6,HD,1.4,macOS,Netbook,8.6,No,28000
LTP04120,Avita,Notebook,i3-1115G4,16GB,256GB SSD,Integrated,14.0,FHD,2.1,Linux,Notebook,7.6,No,37000
LTP04121,MSI,Business Series,i9-12900H,16GB,1TB SSD,MX550 2GB,15.6,4K,2.2,Windows 11,Business Series,5.2,No,156000
LTP04122,Dell,Ultrabook,Ryzen 9 5900HX,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.3,macOS,Ultrabook,9.7,No,90000
LTP04123,MSI,Ultrabook,Ryzen 5 5600H,16GB,256GB SSD,GTX 1650 4GB,14.0,QHD,1.5,macOS,Ultrabook,5.3,No,96000
LTP04124,Apple,Notebook,Apple M2 Pro,16GB,256GB SSD,Integrated,14.0,Retina,2.2,macOS,Notebook,14.6,No,152000
LTP04125,Lenovo,Notebook,Ryzen 9 5900HX,32GB,256GB SSD,Integrated,14.0,FHD,1.9,Windows 11,Notebook,7.1,No,103000
LTP04126,Lenovo,Ultrabook,Ryzen 7 5700U,8GB,256GB SSD,GTX 1650 4GB,13.3,HD,1.2,macOS,Ultrabook,5.6,No,62000
LTP04127,Dell,Notebook,Ryzen 3 3250U,16GB,256GB SSD,Integrated,15.6,HD,1.7,Windows 11,Notebook,5.7,Yes,57000
LTP04128,MSI,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 4050 6GB,16.0,QHD,2.5,Windows 11,Gaming Series,4.8,No,170000
LTP04129,Avita,Notebook,i7-12700H,16GB,1TB SSD,Integrated,15.6,HD,2.0,Windows 11,Notebook,7.2,Yes,75000
LTP04130,Microsoft,Netbook,i3-1115G4,8GB,256GB HDD,Integrated,13.3,HD,1.3,Windows 10,Netbook,6.7,No,31704
LTP04131,Acer,Notebook,i5-12500H,4GB,256GB SSD,MX550 2GB,15.6,FHD,2.1,Windows 11,Notebook,5.8,No,46000
LTP04132,Avita,Gaming Series,i7-12700H,16GB,2TB SSD,RTX 3050 4GB,16.0,QHD,2.4,Windows 10,Gaming Series,5.3,No,113000
LTP04133,ASUS,Notebook,i3-1215U,16GB,1TB SSD,MX550 2GB,14.0,FHD,2.3,Windows 10,Notebook,7.4,No,71000
LTP04134,MSI,Ultrabook,Ryzen 5 5500U,16GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.2,macOS,Ultrabook,6.2,No,96000
LTP04135,Samsung,Gaming Series,Ryzen 9 5900HS,16GB,2TB SSD,RTX 3050 4GB,17.3,FHD,2.8,Windows 10,Gaming Series,5.3,Yes,133000
LTP04136,Infinix,Notebook,Ryzen 7 5800H,32GB,256GB SSD,Integrated,14.0,HD,2.0,Linux,Notebook,5.2,No,74000
LTP04137,Acer,Ultrabook,Ryzen 5 5500U,8GB,256GB SSD,Integrated,14.0,FHD,1.9,Windows 11,Ultrabook,8.6,No,42000
LTP04138,Dell,Notebook,i3-1115G4,8GB,1TB SSD,Integrated,15.6,FHD,2.2,Windows 10,Notebook,7.4,No,46000
LTP04139,MSI,Ultrabook,i7-11800H,16GB,1TB SSD,MX550 2GB,13.3,QHD,1.5,macOS,Ultrabook,5.6,No,121000
LTP04140,Microsoft,Gaming Series,Ryzen 9 5900HX,8GB,512GB SSD,RTX 3050 4GB,17.3,QHD,2.2,Windows 10,Gaming Series,5.0,Yes,143000
LTP04141,Microsoft,Notebook,i7-11800H,16GB,256GB SSD,MX550 2GB,15.6,FHD,1.5,Windows 10,Notebook,9.0,No,100000
LTP04142,ASUS,Ultrabook,i3-1115G4,8GB,256GB SSD,MX550 2GB,13.3,FHD,1.2,Windows 11,Ultrabook,5.8,No,46000
LTP04143,Infinix,Notebook,i5-11400H,16GB,1TB SSD,MX550 2GB,15.6,FHD,2.1,Windows 10,Notebook,8.2,No,69000
LTP04144,Microsoft,Notebook,i5-12500H,8GB,1TB SSD,MX550 2GB,14.0,FHD,1.5,Windows 11,Notebook,9.8,No,94000
LTP04145,ASUS,Business Series,i9-12900H,16GB,2TB SSD,MX550 2GB,15.6,FHD,1.9,Windows 10,Business Series,6.9,No,125000
LTP04146,MSI,Gaming Series,i9-12900H,16GB,512GB SSD,RTX 3060 6GB,15.6,FHD,2.3,macOS,Gaming Series,5.0,No,159000
LTP04147,Apple,Netbook,Apple M2 Pro,4GB,512GB HDD,Integrated,11.6,Retina,1.2,macOS,Netbook,12.8,No,27348
LTP04148,Dell,Notebook,Ryzen 9 5900HS,16GB,512GB SSD,MX550 2GB,15.6,FHD,1.6,Windows 11,Notebook,8.9,No,91000
LTP04149,Avita,Notebook,i5-1135G7,8GB,256GB SSD,MX550 2GB,15.6,QHD,1.7,Windows 10,Notebook,5.8,No,57000
LTP04150,Realme,Netbook,i3-1215U,4GB,512GB HDD,MX550 2GB,13.3,HD,1.1,Linux,Netbook,8.8,No,18000
LTP04151,Infinix,Netbook,i3-1215U,8GB,512GB HDD,Integrated,13.3,HD,1.3,macOS,Netbook,8.0,No,13000
