Brand,CPU,RAM,Primary_Storage,GPU,Screen_Size,Resolution,Weight_kg,OS,Type,Battery_Hours,Touchscreen,Price_INR
Apple,Apple M2 Pro,4GB,256GB HDD,Integrated,11.6,Retina,1.3,macOS,Netbook,14.5,No,28298
Microsoft,i7-12700H,8GB,512GB SSD,Integrated,14.0,FHD,1.5,macOS,Notebook,7.4,No,90000
Apple,Apple M2 Pro,4GB,512GB HDD,Integrated,11.6,Retina,1.2,macOS,Netbook,12.8,No,27348
Dell,i3-1115G4,16GB,1TB SSD,GTX 1650 4GB,14.0,HD,1.5,Linux,Business Series,9.5,No,84000
Lenovo,Ryzen 5 5500U,32GB,256GB SSD,Integrated,14.0,HD,1.9,Linux,Notebook,5.8,No,77000
Lenovo,i5-12500H,16GB,2TB SSD,Integrated,15.6,FHD,2.1,Linux,Business Series,8.4,No,88000
Lenovo,i9-12900H,64GB,1TB SSD,RTX 4060 8GB,17.3,FHD,2.6,macOS,Gaming Series,3.1,No,202000
Microsoft,i9-12900H,8GB,512GB SSD,Integrated,15.6,HD,1.5,macOS,Notebook,9.9,No,114000
Apple,Apple M2,8GB,512GB SSD,Integrated,14.0,Retina,1.7,macOS,Ultrabook,16.5,No,103000
Dell,i3-1215U,16GB,512GB SSD,GTX 1650 4GB,13.3,QHD,1.7,Windows 11,Ultrabook,7.4,No,85000
Microsoft,Ryzen 3 3250U,8GB,256GB SSD,Integrated,11.6,FHD,1.3,Linux,Netbook,7.2,No,35077
Infinix,i5-1135G7,16GB,1TB SSD,Integrated,14.0,FHD,1.3,macOS,Ultrabook,9.5,No,62000
HP,i5-12500H,16GB,1TB SSD,RTX 4060 8GB,17.3,FHD,2.8,Windows 10,Gaming Series,5.1,No,114000
Avita,i7-12700H,16GB,2TB SSD,RTX 3050 4GB,16.0,QHD,2.4,Windows 10,Gaming Series,5.3,No,113000
Apple,Apple M2,8GB,256GB SSD,Integrated,14.0,Retina,1.6,macOS,Notebook,12.3,No,106000
Lenovo,i5-11400H,8GB,512GB SSD,MX550 2GB,15.6,QHD,1.9,Windows 11,Notebook,7.3,No,70000
ASUS,i3-1215U,8GB,512GB SSD,MX550 2GB,15.6,QHD,1.6,macOS,Notebook,5.3,No,64000
Samsung,Ryzen 9 5900HX,32GB,2TB SSD,RTX 3070 8GB,17.3,QHD,2.4,Windows 10,Gaming Series,3.3,No,178000
Avita,i3-1215U,4GB,256GB SSD,Integrated,11.6,HD,1.0,Windows 10,Netbook,6.1,No,12000
Lenovo,Ryzen 7 5800H,32GB,1TB SSD,RTX 4050 6GB,17.3,QHD,2.7,Windows 10,Gaming Series,5.6,No,155000
Apple,Apple M1,16GB,256GB SSD,Integrated,14.0,Retina,2.0,macOS,Notebook,14.4,No,100000
Samsung,Ryzen 3 3250U,16GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.1,Linux,Ultrabook,9.9,No,81000
HP,i5-11400H,16GB,256GB SSD,Integrated,15.6,FHD,2.2,Windows 10,Notebook,9.6,No,67000
HP,i5-1235U,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.9,Windows 11,Notebook,7.5,No,53000
Samsung,i7-12700H,16GB,512GB SSD,GTX 1650 4GB,17.3,FHD,2.0,macOS,Gaming Series,3.5,No,122000
Microsoft,Ryzen 9 5900HS,16GB,2TB SSD,MX550 2GB,15.6,FHD,1.7,Linux,Business Series,7.4,No,123000
Infinix,i3-1215U,4GB,512GB SSD,MX550 2GB,14.0,FHD,2.3,Windows 10,Notebook,8.2,No,32000
Infinix,Ryzen 3 3250U,32GB,512GB SSD,MX550 2GB,14.0,FHD,1.9,Linux,Notebook,6.5,No,81000
Lenovo,Ryzen 5 5500U,8GB,256GB SSD,MX550 2GB,14.0,FHD,2.0,Linux,Notebook,7.4,No,45000
Lenovo,Ryzen 9 5900HS,32GB,512GB SSD,RTX 4060 8GB,15.6,FHD,2.3,Windows 10,Gaming Series,3.3,No,140000
MSI,Ryzen 9 5900HS,32GB,512GB SSD,RTX 3060 6GB,16.0,4K,2.2,Linux,Gaming Series,4.8,Yes,186000
Acer,i5-1135G7,8GB,512GB SSD,Integrated,15.6,FHD,2.0,Windows 11,Business Series,9.9,No,59000
ASUS,i5-12500H,16GB,512GB SSD,RTX 3050 4GB,16.0,FHD,2.2,Linux,Gaming Series,5.2,No,90000
Avita,i3-1115G4,4GB,256GB SSD,Integrated,13.3,HD,1.4,Windows 10,Netbook,6.9,No,13000
MSI,Ryzen 7 5800H,16GB,2TB SSD,Integrated,14.0,FHD,2.2,Windows 10,Business Series,7.4,No,121000
HP,Ryzen 5 5600H,16GB,256GB SSD,MX550 2GB,14.0,FHD,2.3,macOS,Notebook,6.8,No,64000
Acer,i9-12900H,4GB,256GB SSD,Integrated,14.0,FHD,1.8,Windows 11,Notebook,8.9,No,73000
Acer,i5-1135G7,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.6,Windows 11,Ultrabook,9.1,Yes,66000
HP,i3-1115G4,4GB,512GB HDD,Integrated,13.3,HD,0.9,macOS,Netbook,9.6,No,19000
HP,i3-1115G4,4GB,256GB HDD,MX550 2GB,13.3,HD,1.0,Windows 10,Netbook,8.2,No,27000
MSI,i7-1255U,8GB,512GB SSD,Integrated,15.6,FHD,2.0,Windows 11,Notebook,5.8,No,84000
Realme,i5-12500H,16GB,1TB SSD,RTX 4050 6GB,16.0,FHD,2.1,macOS,Gaming Series,5.5,No,103000
Microsoft,Ryzen 3 3250U,4GB,256GB HDD,MX550 2GB,13.3,HD,1.0,macOS,Netbook,9.3,No,38178
Realme,i3-1215U,4GB,512GB HDD,MX550 2GB,11.6,HD,1.1,Windows 10,Netbook,6.6,No,19000
Microsoft,Ryzen 3 3250U,8GB,1TB SSD,MX550 2GB,15.6,FHD,2.0,Windows 11,Notebook,7.9,No,87000
ASUS,i7-11800H,16GB,512GB SSD,MX550 2GB,15.6,QHD,2.3,Linux,Notebook,7.8,No,90000
Acer,Ryzen 5 5500U,16GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.6,macOS,Business Series,5.7,No,82000
Apple,Apple M1 Pro,16GB,256GB SSD,Integrated,13.3,Retina,2.0,macOS,Ultrabook,17.0,No,129000
Microsoft,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.6,Linux,Notebook,9.8,No,67000
HP,i9-12900H,16GB,256GB SSD,Integrated,14.0,HD,2.1,Linux,Notebook,5.8,No,84000
Acer,i7-1255U,16GB,256GB SSD,MX550 2GB,14.0,FHD,1.7,Windows 10,Notebook,7.9,No,74000
Samsung,i5-12500H,16GB,256GB SSD,Integrated,14.0,FHD,2.2,macOS,Notebook,6.1,No,65000
Samsung,i3-1215U,8GB,256GB HDD,Integrated,13.3,HD,0.9,Linux,Netbook,6.7,No,32000
Realme,Ryzen 9 5900HX,16GB,2TB SSD,GTX 1650 4GB,15.6,FHD,1.6,Linux,Business Series,8.0,No,106000
Dell,Ryzen 7 5700U,8GB,1TB SSD,Integrated,15.6,HD,2.0,Windows 10,Notebook,7.0,No,65000
HP,Ryzen 9 5900HX,8GB,512GB SSD,GTX 1650 4GB,16.0,QHD,2.7,Windows 11,Gaming Series,4.0,No,90000
MSI,i3-1215U,8GB,1TB SSD,Integrated,15.6,FHD,1.7,Windows 10,Notebook,8.1,No,68000
Realme,i3-1115G4,8GB,512GB HDD,Integrated,11.6,HD,1.0,Windows 11,Netbook,7.7,No,18000
MSI,i7-1255U,8GB,256GB SSD,MX550 2GB,13.3,QHD,1.8,Windows 10,Ultrabook,9.1,No,100000
HP,i3-1215U,8GB,256GB SSD,Integrated,15.6,FHD,2.1,Windows 11,Notebook,5.7,No,42000
Microsoft,i3-1115G4,8GB,512GB SSD,Integrated,15.6,QHD,1.6,Windows 10,Notebook,5.0,No,85000
Avita,Ryzen 7 5700U,16GB,512GB SSD,GTX 1650 4GB,13.3,FHD,1.9,Linux,Ultrabook,7.4,No,65000
Acer,i9-12900H,64GB,1TB SSD,RTX 4060 8GB,17.3,QHD,2.6,Windows 11,Gaming Series,3.5,No,242000
Dell,Ryzen 7 5700U,16GB,256GB SSD,MX550 2GB,15.6,HD,1.6,macOS,Notebook,5.4,No,71000
Lenovo,Ryzen 9 5900HS,16GB,1TB SSD,RTX 4050 6GB,16.0,4K,2.2,Linux,Gaming Series,5.1,No,142000
Infinix,i7-12700H,16GB,512GB SSD,RTX 3070 8GB,16.0,FHD,2.8,Windows 11,Gaming Series,6.0,No,99000
Apple,Apple M1,32GB,256GB SSD,Integrated,13.3,Retina,1.8,macOS,Ultrabook,15.5,No,142000
Avita,i5-1135G7,8GB,512GB SSD,Integrated,15.6,FHD,1.6,macOS,Business Series,9.2,No,45000
Avita,i5-12500H,32GB,512GB SSD,RTX 3060 6GB,15.6,FHD,2.0,Windows 10,Gaming Series,5.3,No,118000
Infinix,Ryzen 9 5900HS,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.5,Windows 11,Ultrabook,7.5,No,72000
ASUS,Ryzen 3 3250U,16GB,2TB SSD,GTX 1650 4GB,14.0,QHD,2.1,Windows 10,Business Series,7.9,No,105000
Samsung,Ryzen 7 5800H,8GB,512GB SSD,MX550 2GB,13.3,HD,1.4,Windows 11,Ultrabook,8.7,No,69000
MSI,i3-1215U,8GB,256GB HDD,Integrated,13.3,HD,1.1,Linux,Netbook,6.1,No,46000
Avita,i7-12700H,4GB,256GB SSD,Integrated,14.0,HD,1.9,Windows 10,Notebook,5.6,No,46000
Apple,Apple M2,4GB,256GB SSD,Integrated,13.3,Retina,1.6,macOS,Ultrabook,16.8,No,105000
Avita,i9-12900H,32GB,1TB SSD,Integrated,15.6,FHD,1.9,Windows 11,Notebook,8.4,No,108000
MSI,Ryzen 9 5900HS,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.6,macOS,Notebook,7.9,No,108000
HP,i7-11800H,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.3,Windows 11,Ultrabook,6.6,No,72000
Lenovo,Ryzen 3 3250U,4GB,512GB HDD,MX550 2GB,11.6,HD,1.1,Windows 11,Netbook,8.7,No,27000
Infinix,i3-1215U,8GB,512GB HDD,Integrated,13.3,FHD,1.4,Windows 11,Netbook,6.5,No,14000
Avita,i7-11800H,16GB,512GB SSD,GTX 1650 4GB,13.3,HD,1.1,macOS,Ultrabook,7.6,No,73000
Acer,i7-11800H,8GB,1TB SSD,MX550 2GB,15.6,FHD,1.8,Windows 11,Notebook,6.1,No,67000
HP,i7-12700H,8GB,1TB SSD,RTX 3060 6GB,16.0,QHD,2.2,Linux,Gaming Series,3.6,No,113000
Samsung,Ryzen 5 5600H,8GB,2TB SSD,Integrated,15.6,FHD,1.7,Windows 11,Business Series,5.6,No,87000
ASUS,Ryzen 9 5900HX,8GB,512GB SSD,Integrated,15.6,FHD,1.6,Windows 10,Notebook,5.0,No,63000
MSI,i3-1215U,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.9,macOS,Business Series,9.1,No,94000
Acer,i5-1135G7,32GB,1TB SSD,GTX 1650 4GB,13.3,QHD,1.0,Linux,Ultrabook,9.9,No,113000
Lenovo,Ryzen 7 5700U,32GB,1TB SSD,Integrated,14.0,FHD,1.4,Linux,Ultrabook,6.5,No,97000
Apple,Apple M2,8GB,2TB SSD,Integrated,17.3,Retina,2.2,macOS,Gaming Series,16.7,No,156000
MSI,i7-11800H,32GB,512GB SSD,MX550 2GB,14.0,FHD,2.0,Windows 10,Notebook,6.4,No,137000
Samsung,Ryzen 7 5700U,4GB,512GB SSD,Integrated,14.0,FHD,1.6,macOS,Notebook,8.9,No,56000
ASUS,i7-1255U,8GB,256GB SSD,Integrated,14.0,FHD,1.7,Windows 10,Notebook,9.6,No,64000
Avita,i3-1115G4,16GB,2TB SSD,Integrated,15.6,QHD,1.7,Windows 10,Business Series,8.3,No,82000
MSI,i9-12900H,16GB,512GB SSD,Integrated,14.0,FHD,2.0,Linux,Business Series,6.3,No,135000
Samsung,Ryzen 9 5900HX,8GB,1TB SSD,RTX 4050 6GB,17.3,FHD,2.6,Windows 11,Gaming Series,4.6,No,131000
HP,i5-12500H,4GB,512GB SSD,Integrated,15.6,HD,2.1,Windows 11,Notebook,6.5,No,51000
Avita,Ryzen 5 5600H,8GB,1TB SSD,MX550 2GB,14.0,QHD,1.8,macOS,Notebook,6.6,No,57000
Avita,Ryzen 7 5800H,8GB,512GB SSD,GTX 1650 4GB,14.0,FHD,1.8,macOS,Ultrabook,8.0,No,51000
Acer,Ryzen 3 3250U,8GB,512GB SSD,Integrated,14.0,FHD,1.6,Linux,Ultrabook,8.6,No,42000
Avita,i5-12500H,16GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.2,Linux,Gaming Series,5.2,No,76000
Dell,i3-1115G4,8GB,512GB HDD,Integrated,11.6,HD,1.1,DOS,Netbook,6.1,No,31000
ASUS,i7-1255U,32GB,512GB SSD,GTX 1650 4GB,15.6,FHD,2.0,Windows 10,Business Series,7.8,No,122000
Dell,i9-12900H,32GB,1TB SSD,RTX 3050 4GB,17.3,FHD,2.4,Linux,Gaming Series,5.7,No,159000
Avita,i7-12700H,4GB,512GB SSD,Integrated,14.0,FHD,2.1,Windows 10,Notebook,8.5,Yes,47000
Lenovo,Ryzen 9 5900HX,32GB,2TB SSD,RTX 3060 6GB,15.6,QHD,2.6,Windows 10,Gaming Series,4.7,No,145000
Apple,Apple M1,16GB,512GB SSD,Integrated,15.6,Retina,2.1,macOS,Gaming Series,17.1,No,124000
Dell,i7-1255U,16GB,512GB SSD,GTX 1650 4GB,14.0,FHD,2.1,Linux,Business Series,7.1,No,98000
Avita,i3-1215U,4GB,512GB HDD,MX550 2GB,13.3,HD,1.2,macOS,Netbook,6.4,No,15000
MSI,Ryzen 9 5900HX,16GB,512GB SSD,MX550 2GB,14.0,FHD,1.9,macOS,Notebook,6.6,No,106000
Apple,Apple M2 Pro,16GB,256GB SSD,Integrated,14.0,Retina,1.6,macOS,Notebook,16.0,No,135000
Apple,Apple M1 Pro,32GB,512GB SSD,Integrated,14.0,Retina,1.3,macOS,Ultrabook,12.6,No,150000
Dell,Ryzen 9 5900HX,8GB,1TB SSD,RTX 4060 8GB,17.3,QHD,2.5,Windows 10,Gaming Series,3.2,No,143000
ASUS,i5-11400H,16GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.0,macOS,Ultrabook,7.1,No,89000
Acer,i3-1215U,8GB,512GB HDD,MX550 2GB,11.6,HD,1.4,Windows 10,Netbook,8.8,No,29000
Lenovo,Ryzen 9 5900HS,8GB,256GB SSD,Integrated,14.0,FHD,1.3,Windows 11,Ultrabook,6.6,No,67000
ASUS,i9-12900H,16GB,512GB SSD,MX550 2GB,15.6,FHD,2.1,Windows 11,Notebook,7.5,No,109000
ASUS,i7-11800H,4GB,256GB SSD,MX550 2GB,13.3,FHD,1.7,macOS,Ultrabook,6.3,No,69000
MSI,Ryzen 5 5500U,16GB,1TB SSD,MX550 2GB,15.6,QHD,2.3,macOS,Notebook,5.3,No,98000
ASUS,i5-1135G7,8GB,256GB SSD,Integrated,13.3,FHD,1.9,Windows 10,Ultrabook,6.8,No,56000
Samsung,i7-12700H,32GB,1TB SSD,GTX 1650 4GB,17.3,FHD,2.2,Linux,Gaming Series,5.8,No,128000
Lenovo,Ryzen 7 5700U,8GB,512GB SSD,MX550 2GB,14.0,FHD,2.2,Windows 10,Notebook,6.2,No,57000
Acer,i5-11400H,8GB,512GB SSD,MX550 2GB,14.0,FHD,1.8,Linux,Ultrabook,7.4,No,60000
ASUS,i7-11800H,8GB,2TB SSD,MX550 2GB,14.0,QHD,2.3,macOS,Business Series,9.6,No,106000
Infinix,Ryzen 9 5900HS,16GB,1TB SSD,RTX 4050 6GB,15.6,QHD,2.1,Linux,Gaming Series,3.6,No,108000
Infinix,i5-1135G7,16GB,256GB SSD,MX550 2GB,14.0,HD,1.7,Linux,Notebook,8.8,No,59000
HP,i7-12700H,32GB,1TB SSD,RTX 3060 6GB,16.0,FHD,2.4,Linux,Gaming Series,4.2,No,143000
Apple,Apple M2 Pro,16GB,1TB SSD,Integrated,14.0,Retina,1.9,macOS,Notebook,14.4,No,153000
Microsoft,i7-12700H,32GB,1TB SSD,RTX 3070 8GB,15.6,QHD,2.3,Windows 10,Gaming Series,3.5,No,185000
Samsung,Ryzen 7 5700U,32GB,256GB SSD,Integrated,13.3,QHD,1.6,Windows 11,Ultrabook,6.8,No,98000
HP,Ryzen 3 3250U,8GB,256GB SSD,MX550 2GB,15.6,HD,2.2,Windows 11,Notebook,7.1,No,49000
Avita,i5-12500H,16GB,256GB SSD,GTX 1650 4GB,14.0,FHD,1.5,Windows 10,Ultrabook,7.4,No,68000
Microsoft,Ryzen 3 3250U,16GB,256GB SSD,GTX 1650 4GB,14.0,HD,1.9,Windows 10,Ultrabook,8.5,No,91000
Apple,Apple M2,4GB,512GB SSD,Integrated,15.6,Retina,2.0,macOS,Notebook,13.9,No,110000
Samsung,Ryzen 5 5500U,32GB,1TB SSD,Integrated,15.6,FHD,2.0,Windows 11,Business Series,5.4,No,100000
MSI,i3-1215U,8GB,1TB SSD,Integrated,14.0,FHD,2.0,macOS,Notebook,5.3,No,69000
Microsoft,Ryzen 7 5700U,4GB,256GB SSD,MX550 2GB,15.6,FHD,1.8,Linux,Notebook,6.5,Yes,77000
Infinix,i3-1115G4,4GB,512GB HDD,Integrated,13.3,HD,1.2,DOS,Netbook,9.5,No,7000
ASUS,Ryzen 7 5700U,16GB,512GB SSD,Integrated,14.0,QHD,1.4,Linux,Ultrabook,7.5,No,79000
Acer,i5-12500H,32GB,1TB SSD,RTX 4050 6GB,17.3,FHD,2.4,macOS,Gaming Series,5.8,No,133000
Realme,i5-12500H,16GB,1TB SSD,GTX 1650 4GB,13.3,HD,1.3,Linux,Ultrabook,5.4,No,81000
Apple,Apple M1 Pro,16GB,256GB SSD,Integrated,13.3,Retina,1.9,macOS,Ultrabook,12.2,No,118000
Microsoft,Ryzen 9 5900HX,8GB,256GB SSD,GTX 1650 4GB,14.0,QHD,1.6,Linux,Ultrabook,5.5,No,108000
Microsoft,Ryzen 3 3250U,4GB,256GB HDD,MX550 2GB,11.6,HD,1.3,Linux,Netbook,6.2,Yes,49000
Infinix,Ryzen 5 5500U,8GB,1TB SSD,Integrated,14.0,FHD,1.7,Windows 11,Notebook,7.7,No,44000
Avita,Ryzen 3 3250U,4GB,256GB HDD,MX550 2GB,11.6,FHD,1.5,Windows 10,Netbook,6.8,No,14000
Samsung,Ryzen 5 5500U,8GB,256GB SSD,Integrated,15.6,FHD,1.5,Windows 11,Notebook,8.2,No,48000
Avita,Ryzen 3 3250U,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.8,Windows 10,Ultrabook,7.4,No,50000
Lenovo,Ryzen 7 5700U,16GB,256GB SSD,Integrated,14.0,HD,1.2,Windows 10,Ultrabook,9.1,No,63000
Acer,i3-1215U,4GB,256GB HDD,MX550 2GB,13.3,HD,1.5,macOS,Netbook,7.0,No,23000
ASUS,Ryzen 9 5900HS,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.8,Linux,Ultrabook,9.0,No,96000
Apple,Apple M1 Pro,16GB,1TB SSD,Integrated,15.6,Retina,2.5,macOS,Gaming Series,17.6,No,146000
Apple,Apple M1 Pro,16GB,512GB SSD,Integrated,13.3,Retina,1.7,macOS,Ultrabook,17.5,No,141000
Dell,i5-11400H,32GB,512GB SSD,MX550 2GB,14.0,QHD,1.5,Windows 11,Ultrabook,9.5,No,98000
Samsung,Ryzen 7 5700U,8GB,256GB SSD,MX550 2GB,15.6,FHD,2.2,Windows 10,Notebook,6.7,No,61000
ASUS,Ryzen 5 5500U,8GB,512GB SSD,Integrated,14.0,QHD,1.8,Windows 10,Notebook,5.8,No,59000
Lenovo,Ryzen 9 5900HS,8GB,512GB SSD,MX550 2GB,14.0,QHD,1.4,Linux,Ultrabook,5.7,Yes,81000
Microsoft,Ryzen 9 5900HS,32GB,2TB SSD,RTX 3070 8GB,16.0,FHD,2.8,Windows 10,Gaming Series,4.5,No,191000
Realme,i3-1215U,4GB,256GB HDD,Integrated,11.6,HD,1.2,macOS,Netbook,8.3,Yes,13000
HP,Ryzen 7 5800H,32GB,1TB SSD,RTX 3070 8GB,16.0,QHD,2.7,Linux,Gaming Series,5.6,No,152000
Acer,i7-12700H,16GB,512GB SSD,GTX 1650 4GB,17.3,FHD,2.5,Linux,Gaming Series,4.8,No,103000
MSI,i5-12500H,16GB,512GB SSD,Integrated,15.6,FHD,1.8,macOS,Notebook,9.5,No,87000
Avita,i3-1115G4,16GB,1TB SSD,MX550 2GB,13.3,FHD,2.0,macOS,Ultrabook,5.1,No,54000
Microsoft,i3-1215U,16GB,1TB SSD,MX550 2GB,13.3,FHD,2.0,Linux,Ultrabook,9.0,No,90000
HP,Ryzen 9 5900HX,16GB,2TB SSD,RTX 4060 8GB,15.6,QHD,2.6,Windows 11,Gaming Series,5.6,No,144000
Dell,i3-1215U,4GB,256GB SSD,MX550 2GB,13.3,FHD,1.1,Linux,Netbook,9.1,No,31000
Infinix,i5-12500H,16GB,2TB SSD,RTX 3070 8GB,17.3,FHD,2.0,macOS,Gaming Series,5.7,No,111000
Lenovo,i5-1235U,16GB,256GB SSD,MX550 2GB,15.6,QHD,1.7,Windows 10,Notebook,8.1,Yes,81000
Realme,i9-12900H,32GB,2TB SSD,GTX 1650 4GB,15.6,FHD,2.0,Linux,Gaming Series,5.1,No,140000
Dell,Ryzen 9 5900HS,8GB,512GB SSD,Integrated,14.0,HD,1.7,Linux,Ultrabook,8.0,No,70000
Realme,Ryzen 5 5500U,4GB,1TB SSD,Integrated,15.6,QHD,1.9,Windows 10,Notebook,5.6,No,50000
Dell,i7-1255U,8GB,256GB SSD,GTX 1650 4GB,13.3,FHD,1.7,Linux,Ultrabook,8.1,No,82000
Dell,Ryzen 3 3250U,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.9,Windows 10,Ultrabook,6.1,No,75000
Dell,i3-1215U,4GB,256GB SSD,Integrated,13.3,HD,1.2,Windows 10,Netbook,6.5,No,25000
Lenovo,Ryzen 7 5800H,16GB,2TB SSD,RTX 3060 6GB,16.0,FHD,2.7,Linux,Gaming Series,5.3,No,112000
MSI,i3-1115G4,4GB,256GB SSD,Integrated,11.6,HD,1.3,DOS,Netbook,9.2,No,45000
Avita,i9-12900H,16GB,2TB SSD,RTX 4050 6GB,16.0,FHD,2.4,Windows 11,Gaming Series,5.3,No,144000
Infinix,i5-11400H,16GB,256GB SSD,MX550 2GB,13.3,FHD,1.1,Windows 11,Ultrabook,7.3,No,59000
Samsung,Ryzen 9 5900HS,8GB,512GB SSD,MX550 2GB,14.0,HD,1.1,macOS,Ultrabook,6.4,No,71000
Avita,Ryzen 7 5700U,16GB,1TB SSD,Integrated,14.0,FHD,1.5,Windows 10,Notebook,7.1,No,64000
Infinix,i3-1115G4,8GB,256GB HDD,Integrated,13.3,HD,1.2,macOS,Netbook,6.8,No,13000
Lenovo,i9-12900H,16GB,1TB SSD,RTX 3050 4GB,15.6,QHD,2.0,macOS,Gaming Series,4.8,No,136000
Microsoft,Ryzen 9 5900HX,8GB,512GB SSD,RTX 4060 8GB,16.0,FHD,2.5,Windows 10,Gaming Series,5.0,No,141000
ASUS,Ryzen 7 5800H,8GB,1TB SSD,Integrated,15.6,QHD,1.5,Linux,Notebook,6.7,No,67000
Acer,i3-1115G4,4GB,256GB HDD,MX550 2GB,11.6,HD,1.5,Windows 10,Netbook,6.2,Yes,24000
Acer,Ryzen 9 5900HX,8GB,1TB SSD,Integrated,15.6,QHD,1.6,Linux,Notebook,7.8,No,82000
Infinix,i7-1255U,4GB,1TB SSD,MX550 2GB,15.6,FHD,2.0,macOS,Notebook,5.2,No,55000
Apple,Apple M2,32GB,512GB SSD,Integrated,15.6,Retina,2.3,macOS,Gaming Series,17.8,No,144000
Microsoft,i9-12900H,32GB,1TB SSD,RTX 4050 6GB,17.3,FHD,2.4,Windows 10,Gaming Series,3.2,No,173000
Avita,i9-12900H,16GB,2TB SSD,GTX 1650 4GB,17.3,QHD,2.7,Windows 10,Gaming Series,5.8,No,145000
MSI,i3-1115G4,8GB,256GB SSD,MX550 2GB,13.3,HD,1.3,DOS,Netbook,8.0,No,30996
Samsung,Ryzen 9 5900HX,8GB,256GB SSD,MX550 2GB,15.6,FHD,1.5,macOS,Notebook,6.7,No,78000
Lenovo,Ryzen 5 5500U,8GB,256GB SSD,Integrated,15.6,HD,1.7,Linux,Notebook,7.7,Yes,45000
Apple,Apple M2 Pro,16GB,512GB SSD,Integrated,13.3,Retina,1.7,macOS,Ultrabook,15.5,No,148000
Samsung,i9-12900H,64GB,512GB SSD,RTX 3050 4GB,15.6,FHD,2.6,Linux,Gaming Series,5.1,No,201000
Infinix,Ryzen 7 5700U,4GB,256GB SSD,Integrated,15.6,FHD,1.6,Windows 11,Notebook,8.1,No,36000
ASUS,i5-1135G7,8GB,256GB SSD,MX550 2GB,14.0,FHD,1.6,Linux,Notebook,6.2,No,54000
Acer,Ryzen 7 5800H,32GB,2TB SSD,RTX 3070 8GB,15.6,4K,2.1,Windows 11,Gaming Series,4.1,No,159000
Acer,Ryzen 3 3250U,4GB,256GB SSD,MX550 2GB,13.3,HD,1.2,macOS,Netbook,8.6,No,26000
MSI,i7-12700H,16GB,1TB SSD,MX550 2GB,14.0,FHD,1.6,Windows 11,Business Series,8.9,No,123000
Lenovo,i7-12700H,8GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.8,macOS,Business Series,7.2,No,88000
Apple,Apple M2 Pro,16GB,1TB SSD,Integrated,14.0,Retina,2.0,macOS,Business Series,15.2,Yes,155000
Dell,Ryzen 7 5800H,32GB,512GB SSD,Integrated,15.6,FHD,2.0,Windows 11,Business Series,8.2,Yes,101000
HP,Ryzen 3 3250U,8GB,2TB SSD,Integrated,15.6,HD,2.0,Windows 10,Business Series,8.4,No,61000
MSI,i5-1235U,16GB,1TB SSD,MX550 2GB,13.3,FHD,1.0,macOS,Ultrabook,7.6,No,98000
Microsoft,i5-1135G7,16GB,2TB SSD,GTX 1650 4GB,15.6,FHD,2.1,macOS,Business Series,8.0,No,127000
Acer,Ryzen 9 5900HX,32GB,512GB SSD,RTX 3070 8GB,15.6,QHD,2.7,Linux,Gaming Series,3.2,No,139000
ASUS,i7-12700H,8GB,2TB SSD,RTX 3060 6GB,15.6,FHD,2.6,Linux,Gaming Series,5.0,No,116000
Lenovo,Ryzen 7 5700U,16GB,1TB SSD,GTX 1650 4GB,14.0,FHD,1.6,Linux,Ultrabook,7.6,No,89000
Lenovo,i3-1215U,8GB,1TB SSD,Integrated,14.0,FHD,1.2,Windows 11,Ultrabook,6.2,Yes,45000
HP,Ryzen 3 3250U,4GB,512GB HDD,Integrated,11.6,HD,1.2,Windows 10,Netbook,6.2,No,20000
Dell,Ryzen 7 5700U,16GB,2TB SSD,MX550 2GB,14.0,FHD,2.2,Linux,Business Series,6.7,No,97000
MSI,i3-1215U,4GB,512GB HDD,MX550 2GB,13.3,FHD,1.2,DOS,Netbook,8.8,Yes,33786
MSI,Ryzen 7 5700U,16GB,256GB SSD,MX550 2GB,15.6,FHD,2.0,Windows 10,Notebook,9.3,No,84000
HP,i3-1115G4,16GB,1TB SSD,Integrated,14.0,QHD,2.2,Windows 10,Notebook,6.5,No,67000
ASUS,Ryzen 3 3250U,8GB,1TB SSD,GTX 1650 4GB,13.3,FHD,1.8,Windows 10,Ultrabook,6.5,No,64000
Acer,Ryzen 7 5800H,32GB,2TB SSD,RTX 3050 4GB,16.0,FHD,2.4,Linux,Gaming Series,4.5,No,130000
